,Word,Definition,Verb
2629,quamvis,"['(conj) however much', 'although / as much as you like\n']",False
2630,quando(interr.) when  si quando,['if ever \n'],False
2631,quandoquidem,"['since', 'because\n']",False
2632,quanti,"['for how much', 'at what price\n']",False
2633,quanto,['by how much (+ comp adj or adv)\n'],False
2634,quantocius quantotius,['the soon the better \n'],False
2635,quantocius quantotius,['as quickly as possible\n'],False
2636,quantum in me est,['as much as in me lies\n'],False
2637,quantum,['(+ gen) as much of  as\n'],False
2638,quantum,"['how much?', 'how much!', 'as much as\n']",False
2639,quantus ... quantus,"['as great as', 'as much as\n']",False
2640,quantus,"['how great?', 'how great!', 'how much', 'as great as\n']",False
2641,quantuscumque  quantacumque  quantumcumque,['however great\n'],False
2642,quantuslibet,"['as much as you will', 'as great as you will\n']",False
2643,quantuvis,"['as great as you please', 'however great\n']",False
2644,quapropter,['wherefore\n'],False
2645,quare,"['wherefore', 'why', 'because of which thing\n']",False
2646,quartus,['fourth\n'],False
2647,quarum,"['(fem pl gen) their envy and jealousy', 'OF WHICH we know\n']",False
2648,quas,"['(fem pl acc)  the fates', 'against whom he struggled\n']",False
2649,quasi,"['as if', 'just as', 'just as if', 'as it were / a sort of\n']",False
2650,quassatio,['a shaking\n'],False
2651,quasso,"['to shake violently', 'shake to pieces', 'break', 'shatter\n']",True
2652,quatenus / quatinus,"['since', 'as', 'in order that', 'that \n']",False
2653,quatenus / quatinus,"['how far', 'to what extent', 'where', 'seeing that\n']",False
2654,quater,['four times / again and again\n'],False
2655,quattuor,['four (indecl)\n'],False
2656,quem,"['(masc sing acc) (the man)', 'WHOM the king struck\n']",False
2657,quemadmodum,"['how', 'in what manner\n']",False
2658,queo,['to be able\n'],True
2659,quercetum,"['an oak grove', 'and oak forest\n']",False
2660,quercus,['oak tree\n'],False
2661,quereia querella,"['complaint', 'complaining\n']",False
2662,queribundus,"['complaining', 'plaintive', 'whining\n']",False
2663,querimonia,"['complaint', 'a charge in court\n']",False
2664,queritor,"['to complain excessively', 'whine', 'gripe\n']",True
2665,quernus,['oaken\n'],False
2666,queror,"['to complain', 'lament', 'bewail (dogs) whine', 'whimper\n']",True
2667,querulus,"['complaining', 'whining', 'lamenting\n']",False
2668,qui quae que quod,"['which', 'what', 'that\n']",False
2669,qui,['(masc pl nom) Let THOSE (men) WHO have eyes to see  \n'],False
2670,qui,['(masc neut nom) (the prince) WHO loved a milkmaid\n'],False
2671,quia,['because\n'],False
2672,quibus,['(neut pl abl) the arms WITH WHICH he won Rome\n'],False
2673,quibus,"['(fem pl dat) the good fortune', 'TO WHICH he owed his crown\n']",False
2674,quibus,['(neut pl dat) the crimes FOR WHICH he was executed\n'],False
2675,quibus,['(masc pl dat) the monastery IN WHICH he was interred\n'],False
2676,quibus,"['(masc pl abl) his sons', 'BY WHOM he was attacked when old\n']",False
2677,quibus,"['(fem pl abl) the beards', 'BY WHICH the pirates were known\n']",False
2678,quicquid,"['whoever', 'whatever', 'whatsoever', 'anything at all\n']",False
2679,quid(neut. of quis ),['what\n'],False
2680,quidam quaedam quedam quidam,"['a certain person or thing', '/ kind of\n']",False
2681,"quidemindeed, certainly, at least / ne ... quidem",['not  even \n'],False
2682,quies quietis,"['quiet', 'rest', 'peace\n']",False
2683,quilibet,"['anyone', 'anything\n']",False
2684,quin etiam,"['why even', 'in fact', 'moreover\n']",False
2685,quin,"['but come now', 'rather', 'indeed', '\n']",False
2686,quinam quaenam quenam quodnam,['which? what?\n'],False
2687,quingenti,['five hundred\n'],False
2688,quinquennis,['five years old\n'],False
2689,quippe,"['certainly', 'to be sure', 'indeed', 'of course\n']",False
2690,"quisnam, quidnam","['who', 'what\n']",False
2691,quisquam,"['anyone', 'anything\n']",False
2692,quisque,"['each one', 'each person\n']",False
2693,quisquis,"['whoever', 'whatever', 'whatsoever', 'anything at all\n']",False
2694,quo,"['to which place', 'to what place', 'whither', 'where\n']",True
2695,quo,[' (masc sing abl) (the money) BY means of WHICH he lived\n'],False
2696,quo,['(neut sing abl) (the eagerness) THROUGH WHICH he died\n'],False
2697,quod,"['because', 'whereas', 'the point that', 'the fact that\n']",False
2698,quod,"['(with time) since', 'as far as', 'to the extent that\n']",False
2699,quod,"['(beginning sentence) and', 'but', 'now\n']",False
2700,quod,"['(neut sing acc) (the sea)', 'WHICH you cannot drink dry\n']",False
2701,quod,"['(neut sing nom) (the war)', 'WHICH killed so many\n']",False
2702,quodammodo,"['in a certain way', 'in a certain measure\n']",False
2703,quomodo,"['in what manner', 'how / in whatever way', 'somehow\n']",False
2704,quondam,"['formerly', 'once', 'at one time', 'erstwhile\n']",False
2705,quoniam,"['since', 'whereas', 'because\n']",False
2706,quoque,"['also', 'too\n']",False
2707,quorum,"['(neut pl gen) dangers', 'OF WHICH there were not a few \n']",False
2708,quorum,"['(masc pl gen) the army', 'half OF WHICH was ill\n']",False
2709,quos,['(masc pl acc) those WHOM he accused of treachery\n'],False
2710,quot,"['how many', 'as many (indecl)\n']",False
2711,quotiens,['often\n'],False
2712,quotienscumque,['however often\n'],False
2713,quovis,['to whatever place you will \n'],True
2714,rapio rapui ratum,"['to seize', 'snatch', 'carry away\n']",True
2715,rarus,"['rare', 'uncommon\n']",False
2716,ratio,"['system', 'manner', 'method', 'procedure', 'manner\n']",False
2717,ratio,"['reckoning', 'account / reason', 'judgment', 'consideration\n']",False
2718,re vera,['in truth\n'],False
2719,recedo,"['to go back', 'retreat', 'retire', 'disappear\n']",True
2720,recipio recepi receptum,"['to go back', 'retire', 'recede', 'retreat\n']",True
2721,recito,"['to read aloud', 'recite\n']",True
2722,recognosco,"['to recognize', 'recollect', 'recall\n']",True
2723,recolo,"['to recall', 'reflect upon', 'rework', 'resume', 'rehabilitate\n']",True
2724,recolo,"['to cultivate', 'work again', 'resume', 'rehabilitate \n']",True
2725,recolo,"['reflect upon', 'consider', 'recall\n']",False
2726,reconcilio,"['to restore', 'repair / (of persons) unite', 'reconcile\n']",True
2727,recondo,"['lay up', 'store', 'hoard\n']",False
2728,recordatio,"['recollection', 'memory', 'recall\n']",False
2729,recordor,"['to remember', 'think of', 'recollect', 'ponder over\n']",True
2730,recro,"['to recreate', 'restore', 'revive\n']",True
2731,rectum,"['virtue', 'right\n']",False
2732,rectus,"['right', 'correct', 'proper', 'upright', 'natural', 'plain\n']",False
2733,recuperatio,"['recovery', 'recuperation\n']",False
2734,recupero,"['to regain', 'recoup', 'recover\n']",True
2735,recuso,['to refuse\n'],True
2736,redarguo,"['refute', 'disprove', 'contradict\n']",False
2737,redarguo,"['disprove', 'refute With gen prove guilty', 'convict\n']",False
2738,reddo,"['to repeat', 'recite', 'represent', 'imitate', 'pay up', 'deliver\n']",True
2739,reddo,"['to give back', 'restore', 'return', 'answer', 'translate', 'render\n']",True
2740,redemptio,"['ransoming', 'redemption', 'buying back', 'farming taxes\n']",False
2741,redemptor,['redeemer (Christ)\n'],False
2742,redeo,"['to go back', 'come back', 'return / (revenue) to come in\n']",True
2743,redeo,"['to fall back upon', 'be reduced to', 'be brought to\n']",True
2744,redigo (redactum),"['to bring or reduce to a condition', 'lessen \n']",True
2745,redono,"['to give back', 'give up\n']",True
2746,reduco,"['to lead back', 'bring back', 'return\n']",True
2747,redundantia,"['overflowing', 'redundancy\n']",False
2748,redundo,"['to overflow', 'stream over', 'overflow', 'excess', 'flood\n']",True
2749,refectorium,"['refectory', 'monastic mess hall\n']",False
2750,refero,"['to bring back a message', 'refer\n']",True
2751,reformo,"['to form again', 'mould anew\n']",True
2752,regina,['queen\n'],False
2753,regius,"['royal', 'regal\n']",False
2754,regnum,"['rule', 'authority', 'kingdom', 'realm\n']",False
2755,rego rexi rectum,"['to guide', 'direct', 'to rule\n']",True
2756,regula,['rule / monastic rule\n'],False
2757,relaxo,"['to loosen', 'enlarge', 'relax', 'ease', 'lighten\n']",True
2758,relego relegi relectum,"['to read again', 're-read\n']",True
2759,relevo,"['to lift again', 'lighten', 'alleviate', 'relieve\n']",True
2760,relictus,"['(fr relinquo) having inherited', 'been bequeathed\n']",False
2761,relinquo,"['to leave behind', 'bequeath / abandon', 'forsake\n']",True
2762,reliquum,"['remainder', 'what is left', 'leavings\n']",False
2763,relucesco,['to become bright again\n'],True
2764,reluctor,"['to struggle against', 'resist \n']",True
2765,remando,['to send back word\n'],True
2766,remaneo,"['to stay behind', 'remain', 'continue\n']",True
2767,remaneo,"['to remain behind', 'stay', 'continue\n']",True
2768,rememdium,"['cure', 'remedy', 'nostrum', 'medicine\n']",False
2769,removeo,"['to draw back', 'set aside', 'take away\n']",True
2770,remuneror,"['to repay', 'reward \n']",True
2771,renuntio,"['to declare', 'announce', 'report', 'give notice\n']",True
2772,renuo,"['to deny', 'refuse', 'reject\n']",True
2773,rependo,"['to ransom', 'pay back', 'requite\n']",True
2774,repens,"['sudden', 'unexpected', 'fresh', 'recent\n']",False
2775,repente,"['suddenly', 'unexpectedly\n']",False
2776,repere,['to crawl\n'],True
2777,reperio,"['to get again', 'find', 'ascertain', 'discover', 'invent \n']",True
2778,repetitio,['repetition\n'],False
2779,repeto,"['to seek again', 'ask back\n']",True
2780,repeto,"['to return to', 'begin again', 'deduce', 'recall', 'recollect\n']",True
2781,repleo,"['to replenish', 'fill up', 'fill up again', 'fill', 'satisfy\n']",True
2782,repletus,"['filled', 'full\n']",False
2783,repo repsi reptum,"['to creep', 'crawl\n']",True
2784,repono,"['to deposit', 'lay up', 'store / requite\n']",True
2785,reprehendo,"['to blame', 'reprove', 'refute', 'hold back', 'check', 'catch\n']",True
2786,repugno,"['to fight against', 'oppose', 'resist / be incompatible with\n']",True
2787,requiesco requievi requietum,['to rest\n'],True
2788,requiro,"['to ask for', 'look for', 'demand', 'desire', 'miss\n']",True
2789,res rei,"['thing', 'matter', 'business', 'affair\n']",False
2790,res publica,"['commonwealth', 'state', 'republic', 'public business\n']",False
2791,resisto,"['to resist', 'make a stand', 'oppose\n']",True
2792,respicio,"['to look back', 'provide for', 'respect', 'have regard for\n']",True
2793,respondeo respondi responsum,"['to answer', 'reply', 'respond\n']",True
2794,restituo,"['restore', 'put back', 'replace', 'reinstate', 'repair\n']",False
2795,"resumo (resumpsi, resumptum)","['to renew', 'repeat', 'resume\n']",True
2796,retineo,"['to hold back', 'restrain', 'detain', 'keep', 'maintain\n']",True
2797,retraho retraxi retractum,"['to draw back', 'pull back\n']",True
2798,retribuo,"['to give again', 'give as due\n']",True
2799,reus,"['defendant', 'accused', 'answerable', 'bound\n']",False
2800,revenio,"['to come back', 'return\n']",True
2801,reverto,"['to go back', 'return', 'revert\n']",True
2802,revertor reverti reversus,"['to return', 'come back\n']",True
2803,revoco,"['to call back', 'recover', 'refer', 'revoke\n']",True
2804,revolvo,"['to unroll a book', 'go over again', 'repeat\n']",True
2805,rex rgis,['king\n'],False
2806,rhetor,"['rhetorician', 'teacher of rhetoric\n']",False
2807,rhetoricus,['rhetorical\n'],False
2808,rideo risi risum,"['to laugh at', 'laugh\n']",True
2809,rigor,"['stiffness', 'hardness', 'sternness\n']",False
2810,ritus,"['usage', 'ceremony', 'rite\n']",False
2811,rogo eum ut +subjunctive,['to ask someone to do something\n'],True
2812,rogo,"['to ask', 'ask for\n']",True
2813,rostrum,"['bill of a bird', 'beak\n']",False
2814,rota,['wheel\n'],False
2815,Rotomagense,['Rouen\n'],False
2816,rotundus,"['wheel-shaped', 'round\n']",False
2817,rubor,"['redness', 'blush', 'modesty', 'shame', 'disgrace\n']",False
2818,rudimentum,"['trial', 'attempt', 'essay\n']",False
2819,rumor,"['rumor', 'gossip\n']",False
2820,ruo rui rutum,"['to rush', 'fall', 'be ruined \n']",True
2821,rursus,"['on the other hand', 'in return', 'back', 'again\n']",False
2822,rus ruris,"['the country', 'countryside', 'rural area\n']",False
2823,rusticus,"['rustic', 'rural / peasant\n']",False
2824,sacculus,"['purse', 'little bag', 'little sack\n']",False
2825,sacrificum,['sacrifice\n'],False
2826,sacrilegus,"['sacrilegious', 'impious\n']",False
2827,saepe sepe,"['hedge', 'fence', 'enclosure', 'haye\n']",False
2828,saepe sepe,"['often', 'frequently', 'repeatedly\n']",False
2829,saepenumero,"['repeated', 'again and again\n']",False
2830,saepius sepius,"['often', 'frequently', 'repeatedly\n']",False
2831,saeta,['hair\n'],False
2832,saeta equina,['horse-hair\n'],False
2833,saevio,"['to rage', 'be furious', 'take violent action\n']",True
2834,sal salis,"['salt', 'wit\n']",False
2835,salsus,"['salty', 'witty\n']",False
2836,saltem,"['at least', 'at all events\n']",False
2837,salus,"['health', 'safety', 'well-being', 'salvation / salutation \n']",False
2838,saluto,"['to wish well', 'greet', 'visit', 'reverence', 'pay respect to\n']",True
2839,salutor,"['visitor', 'caller\n']",False
2840,salveo,"['to be well', 'be in good health\n']",True
2841,salvus,"['safe', 'sound\n']",False
2842,sanctifico,"['to sanctify', 'make holy\n']",True
2843,sanctimonia,"['purity', 'charity', 'virtue', 'sanctity', 'sacredness\n']",False
2844,sanctimonialis,['nun\n'],False
2845,Sanctus Eleutherius,['St Eligius\n'],False
2846,Sanctus Egidius,['St Gilles\n'],False
2847,sanctus,"['holy', 'sacred', '/ saint\n']",False
2848,Sanctus Rodoenus,['St Ouen\n'],False
2849,sane,"['rationally', 'sensibly', 'really', 'indeed', 'to be sure\n']",False
2850,sanitas,"['health', 'soundness of mend', 'sanity\n']",False
2851,sano,['to heal\n'],True
2852,Santiago,['St James\n'],False
2853,sanus,"['sound', 'healthy', 'sane\n']",False
2854,sapiens,"['(subs) a wise man', 'philosopher\n']",False
2855,sapiens,"['wise', 'judicious\n']",False
2856,sapienter,"['wisely', 'judiciously\n']",False
2857,sapientia,['wisdom\n'],False
2858,sarcina,"['bundle', 'pack', 'burden', 'load\n']",False
2859,satago,"['to pay a creditor', 'satisfy a creditor \n']",True
2860,satago,"[""have one's hands full"", 'have enough to do \n']",False
2861,satio,"['to satisfy', 'sate\n']",True
2862,satis,"['enough', 'sufficient / sufficiently\n']",False
2863,sato,"['to sow', 'plant\n']",True
2864,satura,['satire\n'],False
2865,saturo,"['to fill', 'satisfy\n']",True
2866,scaber,"['scabby', 'rough\n']",False
2867,scabies,"['the itch', 'mange', 'a rash\n']",False
2868,Scaldus,['Scheldt\n'],False
2869,scamnum,"['bench', 'stool\n']",False
2870,scaphium (sciphus,"['Herimann', 'cap 24) pot', 'bowl', 'drinking vessel\n']",False
2871,sceleratus,"['wicked', 'accursed', 'infamous', 'criminal\n']",False
2872,scelero,"['to pollute with guilt', 'with blood', 'etc\n']",True
2873,scelestus,"['wicked', 'accursed', 'infamous', 'criminal\n']",False
2874,scelus sceleris,"['crime', 'sin', 'evil deed', 'wickedness\n']",False
2875,schola,['school / elite troop of soldiers\n'],False
2876,scientia,"['knowledge', 'science', 'skill\n']",False
2877,scilicet,"['evidently', 'certainly', 'of course', 'no doubt', 'assuredly\n']",False
2878,scindo,"['to cut', 'rend', 'split', 'divide', 'separate\n']",True
2879,scio scivi scitum,['to know\n'],True
2880,scio,"['to know', 'understand\n']",True
2881,scio,"['to know', 'understand\n']",True
2882,scisco,"['investigate', 'ask', 'inquire / vote', 'ordain', 'resolve\n']",False
2883,"scribo, scripsi scriptum","['to write', 'compose\n']",True
2884,scrinium,"['bookcase', 'case for papers\n']",False
2885,scriptor,"['writer', 'author', 'scribe\n']",False
2886,se habere,['to keep oneself\n'],True
2887,se gero,"['to conduct oneself', 'conduct', 'carry on\n']",True
2888,se astringo,['to commit oneself to\n'],True
2889,secedo,"['to go apart', 'withdraw\n']",True
2890,secerno secrevi secretum,['to separate\n'],True
2891,secundum,"['(adv) after', 'behind\n']",False
2892,secundum,"['(+ inf)', 'following', 'after', 'during', 'according to\n']",False
2893,secundus,['second\n'],False
2894,securus,"['safe', 'secure', 'free from care', 'unworried', 'unconcerned\n']",False
2895,"secusnon secus, haud secus: ",['just so\n'],False
2896,secus,"['otherwise', 'not so\n']",False
2897,secus + atque or quam,"['differently from', 'otherwise than\n']",False
2898,secus,"['wrongly', 'badly', 'not as one would wish\n']",False
2899,secuutus,"['follower', 'pursuer\n']",False
2900,sed,"['but / and indeed', 'what is more\n']",False
2901,sedeo sedi sessum,['to sit\n'],True
2902,seditio,"['dissension', 'quarrel', 'insurrection', 'mutiny', 'rising\n']",False
2903,sedo,"['to settle', 'smooth', 'calm', 'allay\n']",True
2904,seductor,['seducer\n'],False
2905,semel,"['a single time', 'for the first time', 'even once', 'once', 'ever\n']",False
2906,semper,"['always', 'ever\n']",False
2907,senectus,"['old age', 'dotage\n']",False
2908,senex senis,"['old', 'aged', 'old man\n']",False
2909,sensus,"['feeling', 'sense\n']",False
2910,sententia,"['opinion', 'thought', 'way of thinking', 'meaning', 'purpose\n']",False
2911,sentio,"['to judge', 'suppose', 'vote\n']",True
2912,sentio,"['feel', 'perceive', 'experience', 'hold an opinion', '\n']",False
2913,seorsum,"['apart', 'separately\n']",False
2914,sepelio,"['to ruin', 'destroy', 'bury\n']",True
2915,septem,['seven\n'],False
2916,sepulchrum,"['rave', 'tomb', 'sepulcher\n']",False
2917,seputus,"['buried', 'sunk', 'immersed\n']",False
2918,sequax,"['following', 'attending', 'pursuing\n']",False
2919,sequor sequi secutus,"['to follow', 'trail\n']",True
2920,serio,['seriously\n'],False
2921,serius,"['serious', 'grave', 'solemn\n']",False
2922,sermo,"['talk', 'common talk', 'rumor', 'report', 'discussion\n']",False
2923,sermo,"['discussion', 'talk', 'common talk', 'conversation', 'rumor\n']",False
2924,sero,"['to sow', 'plant  also', 'late', 'at a late hour\n']",True
2925,servio,"['(+ dat) to be a slave to', 'serve\n']",False
2926,servitus,"['servitude', 'slavery\n']",False
2927,servo,"['to watch over', 'keep', 'protect', 'observe', 'save', 'reserve\n']",True
2928,servus,"['slave', 'serf\n']",False
2929,sese=se,"['himself', 'herself', 'itself\n']",False
2930,severitas,"['severity', 'rigor', 'sternness', 'strictness\n']",False
2931,si,['if\n'],False
2932,sibimet,['to them themselves\n'],True
2933,sic,"['so', 'thus / yes', 'that is so', 'that is right\n']",False
2934,siccus,"['dry', 'thirsty / sober', 'temperate\n']",False
2935,Siclinium,['Seclin\n'],False
2936,Siclinium,['Seclin in Melanchois\n'],False
2937,sicut,"['as', 'just as', 'as it were', '(+verb in subj) just as if\n']",False
2938,sidus,"['constellation', 'star\n']",False
2939,signum,"['sign', 'seal', 'indication', 'sign\n']",False
2940,silens,"['silent', 'still\n']",False
2941,silenti etc,['the dead\n'],False
2942,silentium,"['silence', 'stillness', 'quiet', 'repose', 'obscurity\n']",False
2943,silentium,"['(religion) faultlessness', 'perfection \n']",False
2944,sileo,"['to be still', 'silent / (+ acc) be silent about / rest\n']",True
2945,siligo -inis,"['wheat', 'wheat flour\n']",False
2946,silva,"['woods', 'forest\n']",False
2947,similis,"['similar', 'like', 'resembling\n']",False
2948,similitudo,"['likeness', 'resemblance / uniformity \n']",False
2949,simplex,"['simple', 'unaffected\n']",False
2950,simul atque,['as soon as \n'],False
2951,simul,"['at once', 'at the same time', 'together\n']",False
2952,simulatio,"['pretense', '\n']",False
2953,sine,['(+ abl) without\n'],False
2954,singularis,"['alone', 'unique', 'extraordinary', 'individual', 'singular\n']",False
2955,singuli,"['one each', 'one apiece', 'single', 'separate\n']",False
2956,singultim,['stammeringly\n'],False
2957,singultus,"['sobbing', 'gasping\n']",False
2958,singultus,"['sobbing', 'death rattle\n']",False
2959,singulus,"['single', 'separate', 'one at a time', 'one each \n']",False
2960,sino,"['allow', 'suffer', 'permit', 'let\n']",False
2961,siquidem,"['since', 'indeed\n']",False
2962,sitio,['to be thirsty\n'],True
2963,sitis,"['thirst', 'dryness', 'drought', 'eager desire\n']",False
2964,sive seu,['or if\n'],False
2965,socer,['father in law\n'],False
2966,socius,"['sharing', 'associated', 'allied\n']",False
2967,socius,"['partner', 'comrade', 'associate', 'ally', 'fellow\n']",False
2968,sodalitas,"['fellowship', 'companionship', 'secret society\n']",False
2969,sol solis,['sun\n'],False
2970,soleo,"['to be accustomed', 'be used to\n']",True
2971,solio,"['? Herimann', 'cap 28\n']",False
2972,solitudo solitudinis,"['loneliness', 'solitude\n']",False
2973,solium,"['chair of state', 'throne / bath-tub\n']",False
2974,sollers,"['clever', 'skillful\n']",False
2975,sollicito,"['to stir up', 'incite', 'arouse\n']",True
2976,sollicitudo,"['uneasiness', 'anxiety', 'disquiet', 'apprehension\n']",False
2977,sollicitudo,"['concern', 'anxiety', 'solicitude', 'worry\n']",False
2978,sollicitus,"['uneasy', 'worried', 'anxious', 'restless', 'agitated\n']",False
2979,sollicitus,"['troubled', 'anxious', 'concerned', 'worried\n']",False
2980,solum,"['land', 'country', 'soil', 'ground / bottom', 'floor', 'foundation\n']",False
2981,solumnon solum ... sed etiam,['not only  but also\n'],False
2982,solum,"['(adv) alone', 'only \n']",False
2983,solus,"['alone', 'only', 'the only\n']",False
2984,solutio,['loosening / payment / solution / explanation\n'],False
2985,solvo,"['to loosen', 'untie', 'release', 'free', 'dissolve', 'break up\n']",True
2986,somniculosus,"['sleepy', 'drowsy\n']",False
2987,somniculouse,"['sleepily', 'drowsily\n']",False
2988,somnio,"['to dream / (+ acc) to dream of', 'imagine foolishly\n']",True
2989,somnium,"['dream', 'fancy', 'day-dream / foolishness', 'nonsense\n']",False
2990,somnus,['sleep\n'],False
2991,sonitus,"['noise', 'sound\n']",False
2992,sono,['to make a noise / sing / celebrate / (of words) to mean\n'],True
2993,sophismata,"['false conclusions', 'logical fallacies\n']",False
2994,sopor,['deep sleep\n'],False
2995,sordeo,"['to be dirty', 'appear vile\n']",True
2996,sordes,"['filth', 'meanness', 'stinginess\n']",False
2997,sordesco,['to become dirty\n'],True
2998,sortitus,"['casting lots', 'deciding by lot\n']",False
2999,spargo sparsi sparsum,"['scatter', 'strew', 'spread\n']",False
3000,speciosus,"['beautiful', 'handsome', 'imposing / specious plausible\n']",False
3001,spectaculum,"['spectacle', 'show\n']",False
3002,specto,"['to look at', 'watch', 'see\n']",True
3003,speculum,['mirror\n'],False
3004,specus,"['cave', 'cavern', 'grotto', 'den\n']",False
3005,sperno sprevi spretum,"['to scorn', 'despise', 'spurn\n']",True
3006,spero,"['to hope for', 'hope\n']",True
3007,spes,['hope\n'],False
3008,spiculum,"['sharp point', 'sting', 'spear', 'dart\n']",False
3009,spiritus,"['breath', 'breathing / life / spirit\n']",False
3010,spoliatio,"['plundering', 'looting', 'stripping', 'robbing\n']",False
3011,spolio,"['to strip', 'plunder', 'despoil', 'rob', 'loot\n']",True
3012,spolium,"['spoils', 'plunder', 'booty\n']",False
3013,sponte,"['willingly', ""of one's own accord"", 'unaided\n']",False
3014,St. Richarius,['St Riquier\n'],False
3015,stabilis,"['firm', 'stable', 'steadfast\n']",False
3016,stabilitas,"['firmness', 'stability', 'durability\n']",False
3017,Stabulaus,['Stavelot\n'],False
3018,statim,"['firmly', 'steadfastly', 'on the spot', 'at once', 'immediately\n']",False
3019,statua,['statue\n'],False
3020,statuo,"['to give a ruling', 'make an arrangement', 'decide\n']",True
3021,statuo,"['to cause to stand', 'establish', 'place', 'set up\n']",True
3022,stella,['star\n'],False
3023,stillicidium,"['dripping moisture', 'rainwater from the eaves\n']",False
3024,"stipes, itis","['log', 'tree-trunk', 'branch', 'post', 'club', 'blockhead\n']",False
3025,stipes,"['log', 'stump', 'tree trunk', 'branch', 'post', 'club\n']",False
3026,"stips, stipis","['small coin', 'gift\n']",False
3027,"sto, steti, statum","['to stand', 'stand still', 'stand firm\n']",True
3028,strenuus,"['brisk', 'active', 'vigorous / turbulent', 'restive\n']",False
3029,strues,"['piles', 'heaps', 'masses\n']",False
3030,studio,"[' (+ dat) to study', 'pursue eagerly', 'be eager for\n']",False
3031,studiose,['eagerly\n'],False
3032,studium,"['eagerness', 'zeal\n']",False
3033,stultus,['foolish / a fool\n'],False
3034,suadeo,"['to recommend', 'advise (a person)\n']",True
3035,suasoria,['persuasive discourse \n'],False
3036,sub,"['(+ acc or dat) under', 'up under', 'close to', 'beneath', 'below\n']",False
3037,subito,"['adv suddenly', 'unexpectedly\n']",False
3038,subitus,"['sudden', 'unexpected\n']",False
3039,subiungo,"['to yoke beneath', 'join', 'attach', 'subdue', 'subjugate\n']",True
3040,sublime,"['on high', 'aloft\n']",False
3041,subnecto,"['to bind on beneath', 'to tie\n']",True
3042,subseco,"['to cut away', 'pare\n']",True
3043,subsequor,['to follow after \n'],True
3044,substantia,"['substance', 'essence', 'means of subsistence', 'property\n']",False
3045,subvenio,"['to come up to aid', 'relieve\n']",True
3046,subvenio,"['to come to the aid', 'succor', 'relieve', 'help', 'assist\n']",True
3047,succedo,"['to approach', 'submit', 'etc etc\n']",True
3048,succendo,"['to kindle', 'set afire from below\n']",True
3049,successio,"['succeeding', 'succession', 'descent', 'descendant\n']",False
3050,succurro,"['to run up under / aid', 'assist', 'help\n']",True
3051,sufficio,"['to be sufficient', 'suffice', 'be enough\n']",True
3052,suffoco,"['to strangle', 'choke', 'suffocate\n']",True
3053,suffragium,"['vote', 'franchise / approval support', 'aid', 'assistance\n']",False
3054,suggero,"['to bring up', 'supply', 'provide', 'add', 'attach place next\n']",True
3055,sui,"['himself', 'herself', 'itself\n']",False
3056,sulum,"['each', 'every\n']",False
3057,sum fui futurus,"['to be', 'exist \n']",True
3058,summa,"['the highest part / whole', 'sum\n']",False
3059,summisse,"['humbly', 'softly', 'calmly', 'modestly\n']",False
3060,summissus (from summitto),"['let down', 'lowered', 'gentle', 'mild\n']",False
3061,summopere,"['very much', 'exceedingly\n']",False
3062,sumo,"['to take', 'choose', 'obtain', 'buy / take for granted', 'assume\n']",True
3063,sumptus,"['expense', 'cost\n']",False
3064,supellex supellectilis,"['furniture', 'apparatus', 'gear\n']",False
3065,super,"['(prep) (+ abl) over', 'above / concerning', 'about', 'besides\n']",False
3066,super,"['(adv) over', 'above', 'besides', 'beyond', 'moreover', 'remaining\n']",False
3067,superbia,"['pride', 'arrogance\n']",False
3068,superbus,"['overbearing', 'arrogant', 'haughty', 'proud\n']",False
3069,superficies,"['surface', 'top \n']",False
3070,superfluo,"['flow over', 'overflow', 'be superfluous\n']",False
3071,superna,['northeast by north wind\n'],False
3072,superne,"['from above', 'above\n']",False
3073,supernus,"['above', 'superior\n']",False
3074,supero,"['to be above', 'have the upper hand', 'surpass', 'conquer', 'overcome\n']",True
3075,supersum,"['to be superfluous', 'to remain\n']",True
3076,superus superior supremus or summus,"['above', 'upper', 'high\n']",False
3077,"supervacuussuperfluous, unnecessary, extra","['upervenio : to arrive', 'come up', 'arrive unexpectedly\n']",False
3078,suppellex suppellectilus,['ornaments\n'],False
3079,suppellex suppellectilus,"['household articles', 'furniture', 'goods \n']",False
3080,supplanto,['to trip up\n'],True
3081,supplex,"['kneeling', 'entreating', 'suppliant\n']",False
3082,supplicium,['punishment\n'],False
3083,suppono subpono,"['to put under', 'subject / put next to', 'add\n']",True
3084,suppono subpono,"['to put in place of', 'substitute', 'forge\n']",True
3085,supra,['(+ acc) above\n'],False
3086,surculus,"['shoot', 'sprout\n']",False
3087,surgo surrexi surrectum,['to get up arise\n'],True
3088,"sursumupwards, sursum deorsum",['up and down\n'],False
3089,suscipio,"['to raise up', 'maintain', 'support', 'accept', 'receive', 'undertake\n']",True
3090,suscito,"['to stir up', 'arouse', 'excite \n']",True
3091,suspendo suspendi suspensum,"['to suspend', 'hang\n']",True
3092,sustineo,"['to hold up', 'sustain', 'endure\n']",True
3093,suus sua suum,"['(refl poss adj) his', 'her', 'its', 'their own\n']",False
3094,synagoga,['synagogue\n'],False
3095,tabellae,"['letter', 'document\n']",False
3096,tabernus,"['booth', 'hut', 'cottage', 'hove', 'small shop', 'inn', 'tavern\n']",False
3097,tabesco,"['to melt', 'waste away', 'pine', 'be spoiled \n']",True
